id,profit,online,age,inc,tenure,district
11204,-41,0,3,5,6.75,1300
11205,-33,0,4,6,7.409999847,1200
11206,-86,0,4,9,17,1100
11207,-16,0,3,4,2.910000086,1300
11208,161,0,,,20,1300
11209,435,0,4,9,6.659999847,1200
11210,95,0,,,9.829999924,1200
11211,283,0,4,7,7.5,1200
11212,-36,0,,,2.329999924,1100
11213,15,0,,,5.5,1200
11214,1582,0,4,9,0.409999996,1200
11215,-32,0,2,8,7.409999847,1200
11216,121,0,5,8,14.90999985,1300
11217,115,0,2,6,3.75,1200
11218,85,0,7,3,23.5,1200
11219,-31,0,,,1.330000043,1200
11221,-27,0,4,,3.910000086,1200
11222,52,0,,,1.330000043,1300
11223,265,0,7,1,17.25,1300
11224,-41,0,2,7,8.579999924,1300
11225,-8,0,3,5,2.329999924,1200
11226,1210,0,6,8,18.57999992,1200
11227,91,0,7,4,1.659999967,1200
11228,205,0,3,9,10.15999985,1200
11230,-34,0,5,6,21.32999992,1200
11231,-11,0,5,9,22.25,1200
11232,95,0,6,8,9.909999847,1200
11233,-108,0,,,2.079999924,1200
11234,213,0,7,1,5.159999847,1300
11235,578,0,3,8,8.25,1200
11236,58,0,6,9,10.75,1200
11237,174,0,3,8,5.579999924,1300
11238,38,0,,,0.660000026,1200
11241,114,0,3,9,17.75,1200
11242,300,0,3,8,8.25,1200
11244,671,0,3,6,13.5,1200
11245,-33,0,,,1.580000043,1300
11246,13,0,4,5,6.25,1200
11247,19,0,7,3,20.40999985,1200
11248,-29,0,,,1.580000043,1200
11249,220,0,2,6,0.829999983,1100
11250,-32,0,2,3,3.410000086,1200
11251,385,0,3,9,10.82999992,1200
11252,-64,0,4,9,7.329999924,1300
11253,4,0,7,3,15.82999992,1200
11254,589,0,5,6,4,1200
11255,323,0,7,5,10.75,1200
11256,409,0,4,7,11.5,1200
11257,-65,0,,,12.32999992,1200
11258,-98,0,,,2.079999924,1200
11261,-29,0,3,1,0.910000026,1200
11262,-102,0,2,6,4.159999847,1200
11263,-4,0,6,9,25.57999992,1200
11264,178,0,2,,3.079999924,1200
11265,132,0,2,6,7.159999847,1200
11266,-109,0,4,2,19.57999992,1200
11267,35,0,4,4,7.329999924,1200
11269,-199,0,7,1,15.57999992,1300
11270,165,0,3,5,8.909999847,1200
11271,-184,0,2,1,9.5,1100
11272,-72,0,,,17.75,1100
11273,15,0,2,6,5.079999924,1200
11274,75,0,4,9,30.07999992,1200
11275,200,0,6,6,21,1100
11276,575,0,5,5,2.829999924,1200
11277,4,0,,,1.5,1200
11278,26,0,,,5.829999924,1200
11279,439,0,6,9,17.65999985,1200
11280,-53,0,5,1,4.079999924,1200
11281,-31,0,4,4,2.410000086,1200
11282,-169,0,4,4,16.5,1100
11283,-135,0,6,7,8.829999924,1200
11286,11,0,,,2.579999924,1200
11287,512,0,,,3.579999924,1200
11288,536,0,2,8,20.57999992,1200
11289,167,0,7,7,32.65999985,1200
11291,-26,0,,,1.909999967,1200
11292,-42,0,3,9,8.079999924,1200
11293,254,0,7,6,15.5,1200
11294,428,0,5,6,21.07999992,1300
11295,1,0,2,3,1.159999967,1200
11296,-1,0,4,6,22.40999985,1200
11297,920,0,4,5,24.82999992,1100
11298,-32,0,,,2.75,1100
11299,47,0,3,,1.330000043,1100
11300,439,0,4,9,25.82999992,1200
11301,-79,0,6,6,22.07999992,1200
11302,-140,0,,,17.82999992,1200
11303,-33,0,3,2,0.330000013,1300
11304,-71,0,,,34.33000183,1100
11305,-82,0,5,6,7.909999847,1200
11306,204,0,,,11.5,1200
11307,-83,0,4,7,0.330000013,1200
11308,-44,0,3,4,5.409999847,1100
11309,-71,0,4,4,18.75,1100
11310,1,0,,,22.25,1300
11311,436,0,6,7,10.82999992,1200
11312,-47,0,3,6,10.90999985,1100
11313,-145,0,6,1,20.32999992,1200
11314,639,0,,,13.82999992,1200
11315,-33,0,,,3.75,1200
11316,36,0,,,9.409999847,1100
11317,350,0,3,5,7.579999924,1200
11318,-3,0,3,5,22.25,1300
11320,-7,0,4,6,2.829999924,1200
11321,-73,0,3,4,6.25,1300
11322,161,0,6,6,23.75,1200
11323,-43,0,3,3,3,1200
11324,-143,0,2,6,8,1100
11325,-14,0,5,2,4.75,1300
11326,-62,0,4,6,2.329999924,1200
11328,10,0,,,1.830000043,1200
11329,-34,0,,6,2.910000086,1200
11330,-31,0,,,14.07999992,1200
11332,5,0,7,6,22.32999992,1200
11333,1210,0,,,11.82999992,1200
11335,79,0,6,4,18.32999992,1300
11336,-31,0,,,2.410000086,1200
11337,-51,0,6,5,4.829999924,1200
11338,297,0,6,9,33.08000183,1200
11339,49,0,4,5,0.75,1200
11340,-61,0,5,4,7.5,1200
11342,-149,0,,,4.909999847,1100
11343,-18,0,,,2.160000086,1200
11344,386,0,4,7,0.910000026,1300
11346,137,0,,8,0.910000026,1200
11347,-31,0,6,3,6.25,1200
11348,892,0,7,1,9.579999924,1300
11349,209,0,5,9,5,1200
11350,-3,0,2,8,5.5,1200
11351,-19,0,,,2.75,1200
11353,10,0,7,9,35.75,1200
11354,372,0,4,7,13.5,1200
11355,87,0,,,0.910000026,1300
11356,271,0,7,4,15.75,1200
11357,7,0,,,1.580000043,1200
11358,-42,0,5,6,8.409999847,1200
11359,-68,0,5,9,1.159999967,1200
11360,-4,0,1,,3.160000086,1300
11361,23,0,5,5,10.07999992,1200
11362,15,0,3,5,5.079999924,1200
11363,-27,0,4,2,5.159999847,1200
11364,103,0,3,4,10.07999992,1200
11365,-99,0,3,3,10.75,1200
11367,38,0,7,2,16.90999985,1200
11368,-39,0,,,1.409999967,1200
11369,-3,0,1,7,3.410000086,1200
11370,-50,0,5,4,5.409999847,1300
11371,-28,0,,,7.5,1200
11372,-79,0,4,6,4.079999924,1200
11373,-30,0,,,5,1200
11374,173,0,4,9,16.65999985,1300
11375,313,0,3,6,10.32999992,1200
11376,-133,0,2,4,1.330000043,1200
11377,2,0,4,6,3.829999924,1100
11378,855,0,7,5,21.32999992,1200
11379,-48,0,,,6.25,1200
11380,121,0,7,3,17.32999992,1200
11381,112,0,7,5,4.5,1300
11383,-3,0,5,9,20.57999992,1200
11384,-1,0,5,4,6.5,1100
11385,65,0,,,16.75,1300
11386,-199,0,4,5,14,1300
11387,-41,0,,,1.159999967,1300
11388,-30,0,5,4,10.15999985,1200
11390,47,0,3,7,7.829999924,1200
11391,72,0,,6,3.910000086,1200
11392,-36,0,3,8,8.409999847,1300
11394,-1,0,4,6,3.5,1200
11395,362,0,5,3,12.82999992,1200
11396,-37,0,3,9,3,1200
11397,14,0,,,1.330000043,1200
11399,139,0,,,2.25,1200
11400,288,0,5,4,0.829999983,1200
11401,-210,0,4,6,10.75,1200
11403,790,0,2,7,14.57999992,1200
11404,-63,0,,,9.579999924,1200
11405,148,0,3,4,8.5,1300
11406,152,0,6,9,21.65999985,1200
11407,-66,0,2,1,6.329999924,1300
11408,3,0,7,4,1.5,1300
11409,-47,0,4,8,26.25,1200
11410,-24,0,4,4,15.5,1200
11411,-27,0,3,3,1.25,1200
11412,-90,0,6,2,25.57999992,1300
11413,877,0,4,6,20.07999992,1300
11414,151,0,5,7,27.57999992,1200
11415,17,0,4,7,7.659999847,1200
11416,-36,0,7,1,10.75,1200
11417,921,0,7,7,28.15999985,1200
11418,1,0,,,1.830000043,1100
11419,-20,0,4,4,23,1100
11420,-28,0,2,1,10.82999992,1200
11421,-1,0,2,6,5.659999847,1200
11422,92,0,3,7,2.5,1200
11423,10,0,2,6,2.410000086,1300
11424,-58,0,2,3,0.5,1200
11425,462,0,3,6,1.75,1200
11426,252,0,6,6,5.5,1200
11427,256,0,,,11.15999985,1200
11428,2,0,,,0.409999996,1100
11429,-8,0,7,7,30.07999992,1200
11430,442,0,,,16.75,1200
11431,394,0,4,9,4.5,1200
11432,-17,0,1,,2.329999924,1200
11433,-11,0,,,0.75,1200
11434,-38,0,,,5.5,1200
11437,-54,0,4,5,21.32999992,1100
11438,25,0,,,24.07999992,1200
11439,-3,0,7,5,0.330000013,1200
11440,-142,0,6,1,25.75,1100
11441,-51,0,7,6,10.65999985,1200
11442,-39,0,3,3,4.409999847,1100
11443,-114,0,2,7,5,1300
11444,-2,0,5,5,7.75,1200
11445,536,0,3,4,3.910000086,1300
11446,-36,0,,,8.829999924,1200
11447,-28,0,2,1,8.079999924,1200
11450,-37,0,2,3,7.159999847,1200
11452,343,0,6,7,26.82999992,1200
11453,105,0,2,7,6.159999847,1200
11455,1215,0,3,9,22.40999985,1200
11456,181,0,1,1,3.829999924,1300
11457,-22,0,3,7,2.579999924,1200
11458,1741,0,,,22.07999992,1200
11459,234,0,5,6,27.5,1300
11460,-41,0,6,5,3.410000086,1200
11461,-24,0,3,6,1.330000043,1200
11462,410,0,4,6,19.40999985,1200
11463,-71,0,,,0.579999983,1100
11464,-23,0,,,1.5,1200
11465,48,0,4,6,18.07999992,1200
11466,-47,0,5,7,18.25,1100
11467,17,0,2,6,8.659999847,1200
11468,24,0,4,3,9.909999847,1200
11469,15,0,3,3,2.579999924,1200
11470,-48,0,3,6,4.75,1200
11471,403,0,7,8,30.07999992,1200
11472,51,0,,,6.659999847,1200
11474,282,0,4,9,14.07999992,1200
11475,102,0,,,2.660000086,1200
11476,-34,0,7,1,18.32999992,1200
11477,-2,0,,,11.25,1200
11478,106,0,5,5,13.25,1300
11479,356,0,5,7,26,1200
11480,-2,0,3,6,21.15999985,1200
11481,0,0,5,,4.25,1200
11482,-21,0,1,1,3.410000086,1200
11484,246,0,3,6,8.909999847,1200
11485,-200,0,,,2.410000086,1100
11486,403,0,2,9,15.75,1200
11487,-47,0,3,6,5.579999924,1200
11488,-57,0,,,2.079999924,1200
11489,-30,0,,,12.65999985,1200
11490,344,0,7,2,22.07999992,1200
11491,-11,0,4,9,5.75,1200
11492,184,0,,,11.57999992,1100
11493,-11,0,4,6,3.579999924,1200
11494,44,0,4,7,3.079999924,1200
11495,-106,0,4,5,11.07999992,1200
11496,15,0,,,0.330000013,1100
11498,-25,0,4,1,5.909999847,1100
11499,-39,0,3,1,11.82999992,1200
11500,806,0,4,9,13.5,1100
11501,-6,0,,,16.65999985,1200
11502,1,0,4,8,13.07999992,1200
11503,-92,0,2,4,2.160000086,1100
11504,53,0,,6,4.079999924,1200
11505,-2,0,3,5,14.75,1200
11506,172,0,3,7,9.5,1200
11507,-14,0,6,6,9.079999924,1200
11508,3,0,4,5,13.25,1200
11509,1018,0,,,10.25,1200
11510,48,0,3,7,2.910000086,1200
11511,-81,0,7,5,29.82999992,1200
11512,0,0,2,4,2.160000086,1200
11513,-26,0,3,1,16.75,1200
11514,99,0,,,7.829999924,1200
11515,6,0,,,1.909999967,1200
11516,-59,0,4,6,7.5,1300
11517,-103,0,4,4,1.159999967,1300
11518,175,0,,,9.75,1200
11519,710,0,4,9,20.07999992,1200
11520,-169,0,7,4,26.57999992,1100
11521,1,0,2,1,2.660000086,1200
11522,-29,0,2,6,2.5,1200
11524,-26,0,3,6,14.15999985,1200
11526,14,0,5,5,7.5,1100
11527,687,0,,,2.75,1300
11528,540,0,7,1,37.58000183,1200
11529,478,0,3,8,21.5,1200
11530,-119,0,4,3,13.57999992,1200
11531,356,0,5,6,14.5,1200
11532,-31,0,,,4.25,1200
11533,-134,0,,,22.40999985,1200
11534,128,0,4,6,4.75,1100
11535,41,0,4,5,3.329999924,1300
11536,236,0,7,1,30.82999992,1100
11537,60,0,3,4,5.5,1200
11538,42,0,3,6,4.409999847,1200
11539,-87,0,4,1,23.90999985,1100
11540,253,0,3,6,9.909999847,1200
11541,26,0,,,1.5,1200
11542,36,0,2,6,6.75,1200
11543,13,0,2,1,3.75,1200
11544,276,0,3,7,3.75,1200
11546,14,0,5,2,4.5,1200
11548,-4,0,4,5,0.409999996,1300
11549,-87,0,,,2.25,1200
11550,-50,0,3,8,15.65999985,1100
11551,521,0,4,9,18.40999985,1200
11553,-114,0,6,2,20.40999985,1200
11554,-4,0,4,7,18,1300
11555,157,0,7,1,25.75,1100
11556,-75,0,4,9,12.90999985,1200
11557,-22,0,,,3.5,1200
11558,-6,0,3,6,12.82999992,1200
11560,1,0,,,14.82999992,1200
11561,75,0,3,9,5.75,1200
11562,-38,0,2,9,14.40999985,1200
11563,-64,0,6,4,12.40999985,1200
11564,1469,0,3,9,5.409999847,1200
11566,-19,0,4,9,4.659999847,1200
11567,-25,0,4,1,10.65999985,1200
11569,307,0,2,8,6.329999924,1200
11570,77,0,7,3,40.83000183,1100
11571,110,0,,,10.90999985,1300
11572,142,0,2,5,6.909999847,1300
11576,99,0,3,6,8.159999847,1200
11577,0,0,3,,1.659999967,1200
11578,268,0,2,3,7.75,1200
11579,-59,0,,3,3.329999924,1200
11580,81,0,,,14,1200
11581,1,0,,,1.330000043,1200
11582,-80,0,,,5.75,1200
11583,44,0,4,9,26.32999992,1200
11584,-13,0,3,3,1.659999967,1100
11585,-51,0,3,6,6,1200
11586,-30,0,4,7,9.659999847,1200
11587,185,0,,,4.579999924,1200
11589,-54,0,6,8,19.82999992,1200
11590,-44,0,,,9.159999847,1200
11591,-26,0,7,2,6.909999847,1200
11592,395,0,6,4,8.909999847,1200
11593,-2,0,5,3,12.40999985,1200
11595,488,0,5,6,1.75,1200
11596,83,0,2,3,5.159999847,1200
11597,19,0,6,5,15.15999985,1100
11599,257,0,3,9,10,1200
11600,599,0,5,9,29.5,1200
11601,-35,0,3,9,8.659999847,1200
11602,-78,0,3,4,14.40999985,1300
11603,-3,0,2,3,1.409999967,1200
11604,40,0,5,8,9.829999924,1200
11605,-31,0,3,8,14.32999992,1200
11606,177,0,2,7,7.659999847,1200
11607,287,0,,,9.909999847,1200
11609,406,0,4,9,8.829999924,1200
11610,298,0,4,6,15,1200
11611,-84,0,,,16.15999985,1200
11612,-60,0,5,9,4.409999847,1300
11614,320,0,2,6,8.75,1200
11616,-114,0,,,8.079999924,1200
11617,126,0,3,,3.25,1200
11618,-45,0,,,2.329999924,1300
11619,-18,0,6,6,8.329999924,1300
11620,214,0,4,9,1.5,1200
11621,-28,0,5,4,9.579999924,1200
11622,198,0,,,7.579999924,1200
11623,372,0,5,9,23.25,1200
11624,-67,0,3,1,22.15999985,1200
11625,-45,0,7,5,3.660000086,1200
11626,529,0,6,4,28.57999992,1200
11627,173,0,4,7,0.75,1100
11628,109,0,,,8.579999924,1100
11629,49,0,3,5,2.910000086,1100
11631,652,0,7,6,22.57999992,1100
11632,8,0,7,4,6.25,1300
11634,-7,0,4,3,11,1200
11635,-73,0,,,6.409999847,1300
11636,-113,0,3,6,8,1100
11637,57,0,7,1,13.57999992,1200
11638,263,0,7,7,8.909999847,1200
11639,-50,0,2,7,1.659999967,1200
11640,82,0,7,6,19.07999992,1200
11641,90,0,,,19.90999985,1200
11642,1152,0,6,9,17.5,1200
11644,53,0,3,3,18,1200
11645,-119,0,5,5,10.65999985,1300
11646,-65,0,,,10.40999985,1300
11647,110,0,6,6,37.65999985,1200
11648,478,0,3,6,4.409999847,1200
11649,321,0,6,3,16.25,1200
11650,1,0,,,4.329999924,1200
11651,-122,0,4,7,20.15999985,1200
11652,67,0,5,6,11,1200
11653,-39,0,,,5.659999847,1200
11654,-49,0,7,4,16.32999992,1100
11655,-24,0,,,4.329999924,1100
11656,-63,0,,,0.660000026,1300
11657,-66,0,7,1,14.15999985,1100
11658,-26,0,,,11.82999992,1200
11659,10,0,1,,1.659999967,1200
11660,-72,0,5,6,1.25,1200
11661,-24,0,5,7,27,1200
11662,107,0,7,5,31.07999992,1300
11664,-26,0,4,9,17.82999992,1200
11665,63,0,4,9,13.65999985,1200
11666,-28,0,1,1,4.579999924,1300
11667,10,0,2,7,7.829999924,1200
11668,4,0,3,6,7,1200
11669,197,0,4,7,5.079999924,1200
11670,242,0,,,7.25,1200
11671,-6,0,,,29.90999985,1100
11672,-5,0,5,5,15.15999985,1200
11673,74,0,5,5,1.580000043,1200
11674,245,0,6,9,22.07999992,1200
11675,94,0,3,4,3.75,1200
11677,4,0,3,1,23.82999992,1200
11678,-47,0,6,4,29.75,1200
11679,203,0,3,,6.75,1200
11681,4,0,4,7,3.660000086,1300
11682,-29,0,3,6,1.830000043,1200
11683,-8,0,5,9,10.07999992,1200
11685,64,0,,,24.40999985,1200
11687,-51,0,2,3,1.909999967,1200
11688,1430,0,6,9,10.5,1200
11689,267,0,5,1,11.57999992,1100
11690,-14,0,4,6,14.15999985,1200
11691,232,0,3,5,18.32999992,1200
11692,23,0,7,1,15,1200
11693,284,0,,,9.829999924,1200
11694,14,0,3,6,0.660000026,1200
11695,-81,0,4,8,3.25,1200
11696,-67,0,,,2.660000086,1200
11697,164,0,4,9,15.82999992,1200
11699,-121,0,7,3,2.5,1300
11700,235,0,,,8.579999924,1200
11701,583,0,3,8,16,1200
11702,40,0,4,8,6.079999924,1200
11703,-3,0,,,1.409999967,1200
11704,562,0,5,3,13.82999992,1200
11705,-134,0,3,5,8.579999924,1300
11706,-12,0,5,7,3.410000086,1200
11707,14,0,2,2,1.580000043,1200
11708,55,0,4,7,21.65999985,1200
11709,39,0,6,3,4.579999924,1300
11711,195,0,5,9,24,1200
11712,-50,0,,,7.5,1200
11713,-34,0,,,10.57999992,1200
11715,494,0,3,7,10.40999985,1200
11716,374,0,7,,21.57999992,1200
11717,69,0,,,10.5,1200
11718,38,0,1,4,2.75,1100
11719,-16,0,5,8,0.910000026,1200
11720,-73,0,,,13.40999985,1200
11721,92,0,4,3,6.909999847,1200
11722,173,0,5,8,35.65999985,1200
11723,277,0,4,5,5.909999847,1200
11724,69,0,,,6,1200
11725,298,0,2,3,11.90999985,1300
11726,16,0,,,5.579999924,1200
11727,-83,0,1,6,1.330000043,1200
11728,-18,0,4,7,27,1200
11729,1,0,6,6,7.909999847,1200
11730,110,0,,,1.75,1200
11731,313,0,7,1,4.579999924,1300
11732,56,0,3,7,11.5,1200
11733,61,0,6,2,14.75,1300
11734,-44,0,,7,6.579999924,1300
11735,-38,0,6,7,28.40999985,1200
11736,133,0,7,6,40.15999985,1200
11738,-29,0,,8,4.909999847,1200
11739,92,0,7,3,16.65999985,1200
11740,223,0,,,1.909999967,1100
11741,41,0,7,2,37.33000183,1200
11742,262,0,5,6,19.15999985,1200
11743,343,0,4,7,19.40999985,1200
11745,-156,0,6,6,27.15999985,1100
11746,-47,0,1,8,2.579999924,1300
11747,-37,0,7,9,9.75,1200
11748,-156,0,4,7,4.159999847,1300
11750,191,0,2,7,5.829999924,1200
11751,-51,0,3,4,3.079999924,1300
11752,-64,0,3,9,3.829999924,1200
11753,-90,0,3,3,13.57999992,1200
11754,118,0,,,19.25,1200
11755,203,0,,,8.25,1200
11756,656,0,5,7,0.579999983,1300
11757,1010,0,4,7,27.57999992,1200
11758,-129,0,,,2.410000086,1200
11759,269,0,,,21.57999992,1100
11760,30,0,4,7,17.75,1200
11761,76,0,5,9,25.15999985,1200
11762,-18,0,4,8,17.32999992,1300
11763,-12,0,,1,2.910000086,1200
11764,70,0,3,6,6.329999924,1200
11765,297,0,5,7,18.07999992,1300
11766,-67,0,7,1,13.90999985,1200
11767,39,0,6,3,0.660000026,1200
11769,224,0,5,7,22.07999992,1300
11771,373,0,4,4,15.15999985,1200
11772,-31,0,3,6,2,1100
11773,48,0,2,3,2.5,1300
11774,-54,0,7,,13.40999985,1200
11775,110,0,,,3.329999924,1200
11777,-6,0,3,4,8.5,1300
11778,-41,0,4,5,3.329999924,1200
11779,-109,0,6,2,26.32999992,1200
11783,1319,0,5,3,8,1100
11784,-56,0,,,4.409999847,1200
11785,43,0,2,1,4.409999847,1200
11786,280,0,7,1,8.909999847,1200
11788,-22,0,,,7.659999847,1200
11789,30,0,,7,7.25,1200
11790,-49,0,4,6,15.82999992,1300
11791,16,0,,,9.079999924,1100
11792,-24,0,,,28.15999985,1100
11793,-46,0,6,3,6.25,1200
11794,152,0,3,4,14.90999985,1200
11795,72,0,4,6,1.5,1200
11796,334,0,,,27.40999985,1300
11797,-12,0,3,6,4.079999924,1200
11799,101,0,7,5,11.40999985,1200
11800,418,0,,,13.40999985,1200
11801,-34,0,6,6,22.57999992,1200
11802,557,0,,,15.65999985,1200
11804,-9,0,4,1,3,1300
11805,-2,0,2,7,10.65999985,1200
11806,-214,0,3,6,16.90999985,1200
11808,55,0,3,7,6.159999847,1100
11809,476,0,2,6,3.5,1300
11810,-9,0,1,1,1.409999967,1200
11812,925,0,3,4,16.65999985,1100
11813,625,0,2,4,10.15999985,1200
11814,-37,0,4,6,7.409999847,1200
11815,11,0,5,2,0.910000026,1300
11816,-149,0,3,7,9.329999924,1200
11818,-51,0,,,4,1200
11819,-56,0,6,4,0.660000026,1100
11820,-109,0,1,3,5.409999847,1300
11821,44,0,2,5,4.909999847,1200
11823,291,0,4,9,4,1300
11825,-75,0,7,1,23.57999992,1300
11826,20,0,,,0.409999996,1200
11827,265,0,7,6,36.75,1200
11828,-15,0,,,1.409999967,1200
11829,409,0,7,8,5.159999847,1200
11830,1193,0,7,7,38.25,1100
11831,270,0,5,6,30.07999992,1200
11832,-22,0,3,1,11,1200
11833,-29,0,,,3.829999924,1300
11835,-17,0,4,7,5.159999847,1300
11836,-3,0,4,7,20.82999992,1200
11838,309,0,2,1,11.65999985,1200
11839,-17,0,,,12.5,1200
11840,-3,0,,,19.65999985,1200
11842,69,0,5,6,10,1200
11844,238,0,3,6,0.829999983,1200
11845,98,0,4,6,2.410000086,1200
11846,-44,0,2,4,0.829999983,1300
11847,-79,0,7,9,28.15999985,1200
11848,-82,0,,,19.90999985,1200
11849,-34,0,,,5.409999847,1200
11850,-49,0,3,5,12.15999985,1100
11851,68,0,7,6,30.07999992,1200
11852,-60,0,,,8.159999847,1200
11853,722,0,,,2.410000086,1100
11854,210,0,7,7,21.15999985,1200
11855,121,0,3,9,2.079999924,1200
11856,-31,0,3,4,7.25,1200
11857,34,0,,,40,1200
11858,-77,0,,,10.25,1100
11859,104,0,5,4,12.32999992,1100
11860,-20,0,7,4,8.75,1100
11861,-167,0,6,3,7,1300
11862,-24,0,1,4,2.660000086,1200
11863,-95,0,3,6,8,1200
11864,-75,0,,,25,1100
11865,-14,0,3,6,3.910000086,1200
11866,-21,0,7,4,7.909999847,1300
11867,-36,0,4,5,20.07999992,1300
11868,85,0,4,6,20.82999992,1300
11869,-34,0,4,5,1.5,1200
11870,1,0,,,4.409999847,1200
11871,42,0,,,2,1200
11872,-7,0,4,3,11.57999992,1100
11873,-49,0,4,3,26.75,1200
11874,545,0,4,7,3.660000086,1200
11875,429,0,6,5,16.57999992,1200
11877,-72,0,5,7,35.33000183,1200
11878,0,0,4,5,4.909999847,1300
11879,-30,0,5,4,6.579999924,1200
11880,4,0,,,7.409999847,1200
11882,107,0,2,4,2.829999924,1100
11883,-27,0,7,6,2.410000086,1200
11884,733,0,,,1.25,1300
11885,35,0,5,6,7.25,1200
11886,48,0,3,8,6.579999924,1200
11887,13,0,,,24.90999985,1200
11888,-36,0,2,1,1.080000043,1100
11889,-89,0,,,2.660000086,1200
11890,1,0,,,26.90999985,1200
11891,124,0,5,9,0.25,1200
11893,353,0,5,6,21,1200
11894,-100,0,3,9,0.5,1200
11895,157,0,3,7,10.40999985,1200
11896,347,0,,1,1.409999967,1200
11897,134,0,5,5,19.40999985,1200
11898,-19,0,3,6,12.07999992,1200
11899,-99,0,3,8,4.579999924,1200
11900,-57,0,6,6,10.25,1300
11902,284,0,4,8,3.410000086,1300
11903,-42,0,5,6,6.329999924,1200
11904,309,0,,,9.25,1200
11905,134,0,4,5,5.909999847,1200
11906,601,0,2,9,1.75,1200
11907,-21,0,,,2.75,1200
11908,-40,0,,,0.159999996,1200
11909,-41,0,4,7,9.659999847,1100
11910,-115,0,2,6,5.409999847,1200
11911,-33,0,3,5,11.65999985,1200
11912,-34,0,5,7,29.57999992,1300
11913,16,0,4,9,5.909999847,1200
11914,-39,0,,,12.57999992,1200
11915,137,0,3,8,10.75,1300
11916,448,0,,,19.82999992,1100
11917,-20,0,3,2,4.159999847,1200
11919,273,0,3,5,12.40999985,1200
11920,137,0,2,6,9.579999924,1300
11921,-7,0,7,1,0.5,1100
11922,172,0,5,6,7.75,1300
11923,100,0,6,5,26.57999992,1200
11925,-12,0,,,13.15999985,1200
11926,-37,0,,,30.15999985,1200
11927,-108,0,,,7.409999847,1200
11928,8,0,5,5,14.65999985,1200
11929,-45,0,,,3.75,1200
11931,31,0,7,6,2.829999924,1300
11933,196,0,2,9,3.079999924,1200
11935,-17,0,4,7,1.75,1200
11937,-4,0,6,7,12.82999992,1200
11938,116,0,,,8.25,1200
11939,28,0,5,5,5,1100
11941,-32,0,5,8,6.079999924,1200
11942,309,0,7,8,27.57999992,1200
11943,294,0,3,6,5.909999847,1200
11944,-44,0,,,2.5,1200
11946,-30,0,,,2.5,1300
11947,97,0,7,5,35.65999985,1300
11949,6,0,,,23.90999985,1200
11950,-6,0,3,4,16.5,1100
11951,-1,0,3,9,7.579999924,1200
11952,-76,0,3,7,8,1200
11953,-37,0,2,7,0.829999983,1200
11954,-14,0,,,5.5,1100
11955,-38,0,4,6,21.07999992,1200
11957,777,0,5,7,27.65999985,1200
11958,-106,0,5,6,5.159999847,1100
11959,-19,0,,,0.409999996,1200
11960,-9,0,7,2,9.159999847,1200
11964,-36,0,3,4,4.659999847,1100
11965,-186,0,6,4,7.079999924,1100
11966,-101,0,,,3.25,1200
11967,1,0,,,18,1200
11968,-112,0,1,1,2.660000086,1200
11969,164,0,7,4,26.07999992,1200
11970,-27,0,6,2,4.25,1200
11972,-23,0,,4,12.57999992,1200
11973,-26,0,,,4.5,1200
11974,182,0,4,6,1.409999967,1200
11975,21,0,5,9,14.5,1200
11976,-31,0,2,6,5.579999924,1200
11977,-103,0,4,6,2.829999924,1200
11978,-33,0,2,9,7.329999924,1200
11979,-28,0,3,4,4.079999924,1200
11980,321,0,6,4,9.829999924,1200
11981,5,0,6,4,7.909999847,1200
11984,81,0,7,9,29.82999992,1200
11985,-32,0,3,6,7.079999924,1200
11986,-115,0,6,4,25.82999992,1200
11987,508,0,6,2,26.65999985,1200
11988,191,0,4,4,12,1100
11989,1761,0,7,6,24.40999985,1200
11990,132,0,2,5,2.329999924,1300
11991,169,0,6,4,18.07999992,1100
11992,206,0,4,9,33.40999985,1200
11993,-7,0,,,1.659999967,1200
11994,-59,0,5,3,1.159999967,1300
11995,1048,0,6,4,37.15999985,1100
11996,-29,0,,,2.410000086,1200
11997,513,0,6,4,12.90999985,1300
11998,491,0,7,4,12.5,1200
11999,94,0,7,2,31.75,1100
12001,716,0,2,7,6.75,1200
12002,103,0,5,4,23.07999992,1200
12003,-29,0,,,8.579999924,1200
12004,566,0,6,6,1.830000043,1200
12006,344,0,4,6,9.25,1200
12007,-23,0,3,1,8.329999924,1100
12008,-115,0,2,6,6.079999924,1200
12009,247,0,3,7,2.829999924,1200
12010,233,0,4,6,5.829999924,1200
12011,-136,0,3,7,10.32999992,1200
12012,113,0,,,20.65999985,1200
12013,108,0,6,4,25.82999992,1100
12016,92,0,1,,11.32999992,1200
12017,-6,0,5,1,8.909999847,1300
12018,25,0,7,3,7.409999847,1300
12019,51,0,7,2,19.15999985,1200
12020,-18,0,5,4,18.65999985,1200
12021,-2,0,,,7.579999924,1200
12022,-24,0,5,2,5.5,1200
12024,-139,0,6,7,27.40999985,1300
12025,301,0,6,2,10.15999985,1200
12026,-45,0,4,8,5.75,1200
12027,305,0,4,6,2.829999924,1200
12028,76,0,,,1.5,1200
12029,131,0,,,3.160000086,1200
12030,9,0,6,3,23.5,1200
12031,408,0,5,5,26.25,1200
12032,-11,0,,,3.329999924,1200
12033,23,0,5,8,14.90999985,1200
12034,-38,0,6,9,10.75,1200
12035,131,0,,,3.579999924,1300
12036,254,0,7,7,17.5,1100
